,Nikkei 225 Open,Nikkei 225 Close,S&P 500 Open,S&P 500 Close,US Dollar Index Open,US Dollar Index Close,Dow Jones Industrial Average Open,Dow Jones Industrial Average Close,Crude Oil Open,Crude Oil Close,NASDAQ Composite Open,NASDAQ Composite Close
2019-08-29,20500.5,20460.9296875,2910.3701171875,2924.580078125,98.19000244140625,98.51000213623047,26249.08984375,26362.25,55.880001068115234,56.709999084472656,7945.77978515625,7973.39013671875
2019-08-30,20641.490234375,20704.369140625,2937.090087890625,2926.4599609375,98.43000030517578,98.91999816894531,26476.390625,26403.279296875,56.630001068115234,55.099998474121094,8015.16015625,7962.8798828125
2019-08-31,20641.490234375,20704.369140625,2937.090087890625,2926.4599609375,98.43000030517578,98.91999816894531,26476.390625,26403.279296875,56.630001068115234,55.099998474121094,8015.16015625,7962.8798828125
2019-09-01,20641.490234375,20704.369140625,2937.090087890625,2926.4599609375,98.43000030517578,98.91999816894531,26476.390625,26403.279296875,56.630001068115234,55.099998474121094,8015.16015625,7962.8798828125
2019-09-02,20625.75,20620.189453125,2937.090087890625,2926.4599609375,98.43000030517578,98.91999816894531,26476.390625,26403.279296875,56.630001068115234,55.099998474121094,8015.16015625,7962.8798828125
2019-09-03,20581.580078125,20625.16015625,2909.010009765625,2906.27001953125,99.08000183105469,98.94999694824219,26198.259765625,26118.01953125,55.0,53.939998626708984,7906.43994140625,7874.16015625
2019-09-04,20578.669921875,20649.140625,2924.669921875,2937.780029296875,98.95999908447266,98.44999694824219,26301.990234375,26355.470703125,53.91999816894531,56.2599983215332,7949.81005859375,7976.8798828125
2019-09-05,20800.2890625,21085.939453125,2960.60009765625,2976.0,98.4000015258789,98.41000366210938,26603.150390625,26728.150390625,55.95000076293945,56.29999923706055,8061.2900390625,8116.830078125
2019-09-06,21201.830078125,21199.5703125,2980.330078125,2978.7099609375,98.41999816894531,98.38999938964844,26790.25,26797.4609375,56.189998626708984,56.52000045776367,8125.580078125,8103.06982421875
2019-09-07,21201.830078125,21199.5703125,2980.330078125,2978.7099609375,98.41999816894531,98.38999938964844,26790.25,26797.4609375,56.189998626708984,56.52000045776367,8125.580078125,8103.06982421875
2019-09-08,21201.830078125,21199.5703125,2980.330078125,2978.7099609375,98.41999816894531,98.38999938964844,26790.25,26797.4609375,56.189998626708984,56.52000045776367,8125.580078125,8103.06982421875
2019-09-09,21214.560546875,21318.419921875,2988.429931640625,2978.429931640625,98.41999816894531,98.27999877929688,26866.23046875,26835.509765625,56.79999923706055,57.849998474121094,8130.91015625,8087.43994140625
2019-09-10,21363.5703125,21392.099609375,2971.010009765625,2979.389892578125,98.33000183105469,98.33000183105469,26805.830078125,26909.4296875,58.029998779296875,57.400001525878906,8049.97998046875,8084.16015625
2019-09-11,21466.66015625,21597.759765625,2981.409912109375,3000.929931640625,98.33000183105469,98.6500015258789,26928.05078125,27137.0390625,57.88999938964844,55.75,8091.68017578125,8169.68017578125
2019-09-12,21761.08984375,21759.609375,3009.080078125,3009.570068359375,98.62999725341797,98.30999755859375,27197.3203125,27182.44921875,55.93000030517578,55.09000015258789,8206.580078125,8194.4697265625
2019-09-13,21907.830078125,21988.2890625,3012.2099609375,3007.389892578125,98.41000366210938,98.26000213623047,27216.669921875,27219.51953125,55.150001525878906,54.849998474121094,8190.56982421875,8176.7099609375
2019-09-14,21907.830078125,21988.2890625,3012.2099609375,3007.389892578125,98.41000366210938,98.26000213623047,27216.669921875,27219.51953125,55.150001525878906,54.849998474121094,8190.56982421875,8176.7099609375
2019-09-15,21907.830078125,21988.2890625,3012.2099609375,3007.389892578125,98.41000366210938,98.26000213623047,27216.669921875,27219.51953125,55.150001525878906,54.849998474121094,8190.56982421875,8176.7099609375
2019-09-16,21907.830078125,21988.2890625,2996.409912109375,2997.9599609375,98.12000274658203,98.6500015258789,27146.060546875,27076.8203125,61.47999954223633,62.900001525878906,8121.64013671875,8153.5400390625
2019-09-17,21947.58984375,22001.3203125,2995.669921875,3005.699951171875,98.6500015258789,98.26000213623047,27010.119140625,27110.80078125,61.959999084472656,59.34000015258789,8148.64990234375,8186.02001953125
2019-09-18,22014.650390625,21960.7109375,3001.5,3006.72998046875,98.20999908447266,98.5999984741211,27075.390625,27147.080078125,58.810001373291016,58.11000061035156,8174.6201171875,8177.39013671875
2019-09-19,22064.4609375,22044.44921875,3010.360107421875,3006.7900390625,98.56999969482422,98.2699966430664,27186.05078125,27094.7890625,58.20000076293945,58.130001068115234,8193.58984375,8182.8798828125
2019-09-20,22130.740234375,22079.08984375,3008.419921875,2992.070068359375,98.33999633789062,98.51000213623047,27102.1796875,26935.0703125,58.650001525878906,58.09000015258789,8184.8798828125,8117.669921875
2019-09-21,22130.740234375,22079.08984375,3008.419921875,2992.070068359375,98.33999633789062,98.51000213623047,27102.1796875,26935.0703125,58.650001525878906,58.09000015258789,8184.8798828125,8117.669921875
2019-09-22,22130.740234375,22079.08984375,3008.419921875,2992.070068359375,98.33999633789062,98.51000213623047,27102.1796875,26935.0703125,58.650001525878906,58.09000015258789,8184.8798828125,8117.669921875
2019-09-23,22130.740234375,22079.08984375,2983.5,2991.780029296875,98.51000213623047,98.5999984741211,26851.44921875,26949.990234375,59.25,58.63999938964844,8106.490234375,8112.4599609375
2019-09-24,22095.349609375,22098.83984375,3002.429931640625,2966.60009765625,98.63999938964844,98.33999633789062,27034.0703125,26807.76953125,58.439998626708984,57.290000915527344,8147.22998046875,7993.6298828125
2019-09-25,21961.8203125,22020.150390625,2968.35009765625,2984.8701171875,98.37999725341797,99.04000091552734,26866.7109375,26970.7109375,56.70000076293945,56.4900016784668,7990.66015625,8077.3798828125
2019-09-26,22160.51953125,22048.240234375,2985.72998046875,2977.6201171875,98.95999908447266,99.20999908447266,27004.109375,26891.119140625,56.689998626708984,56.40999984741211,8070.1201171875,8030.66015625
2019-09-27,21934.9296875,21878.900390625,2985.469970703125,2961.7900390625,99.19000244140625,99.11000061035156,26987.259765625,26820.25,56.5099983215332,55.90999984741211,8047.10986328125,7939.6298828125
2019-09-28,21934.9296875,21878.900390625,2985.469970703125,2961.7900390625,99.19000244140625,99.11000061035156,26987.259765625,26820.25,56.5099983215332,55.90999984741211,8047.10986328125,7939.6298828125
2019-09-29,21934.9296875,21878.900390625,2985.469970703125,2961.7900390625,99.19000244140625,99.11000061035156,26987.259765625,26820.25,56.5099983215332,55.90999984741211,8047.10986328125,7939.6298828125
2019-09-30,21793.830078125,21755.83984375,2967.070068359375,2976.739990234375,99.12000274658203,99.37999725341797,26852.330078125,26916.830078125,56.540000915527344,54.06999969482422,7964.08984375,7999.33984375
2019-10-01,21831.439453125,21885.240234375,2983.68994140625,2940.25,99.4000015258789,99.12999725341797,26962.5390625,26573.0390625,54.279998779296875,53.619998931884766,8026.830078125,7908.68017578125
2019-10-02,21744.619140625,21778.609375,2924.780029296875,2887.610107421875,99.16000366210938,99.04000091552734,26425.859375,26078.619140625,54.0,52.63999938964844,7851.1298828125,7785.25
2019-10-03,21422.220703125,21341.740234375,2885.3798828125,2910.6298828125,99.02999877929688,98.86000061035156,26039.01953125,26201.0390625,52.470001220703125,52.45000076293945,7787.02001953125,7872.259765625
2019-10-04,21316.1796875,21410.19921875,2918.56005859375,2952.010009765625,98.87000274658203,98.80999755859375,26271.69921875,26573.720703125,52.290000915527344,52.810001373291016,7908.43994140625,7982.47021484375
2019-10-05,21316.1796875,21410.19921875,2918.56005859375,2952.010009765625,98.87000274658203,98.80999755859375,26271.69921875,26573.720703125,52.290000915527344,52.810001373291016,7908.43994140625,7982.47021484375
2019-10-06,21316.1796875,21410.19921875,2918.56005859375,2952.010009765625,98.87000274658203,98.80999755859375,26271.69921875,26573.720703125,52.290000915527344,52.810001373291016,7908.43994140625,7982.47021484375
2019-10-07,21445.73046875,21375.25,2944.22998046875,2938.7900390625,98.81999969482422,98.98999786376953,26502.330078125,26478.01953125,52.689998626708984,52.75,7956.41015625,7956.2900390625
2019-10-08,21494.48046875,21587.779296875,2920.39990234375,2893.06005859375,98.9800033569336,99.13999938964844,26276.58984375,26164.0390625,52.810001373291016,52.630001068115234,7898.27001953125,7823.77978515625
2019-10-09,21359.83984375,21456.380859375,2911.10009765625,2919.39990234375,99.08999633789062,99.12000274658203,26308.23046875,26346.009765625,52.56999969482422,52.59000015258789,7895.9599609375,7903.740234375
2019-10-10,21456.26953125,21551.98046875,2918.550048828125,2938.1298828125,98.9800033569336,98.70999908447266,26317.349609375,26496.669921875,52.689998626708984,53.54999923706055,7904.56005859375,7950.77978515625
2019-10-11,21749.9296875,21798.869140625,2963.070068359375,2970.27001953125,98.69999694824219,98.30000305175781,26694.19921875,26816.58984375,53.880001068115234,54.70000076293945,8047.33984375,8057.0400390625
2019-10-12,21749.9296875,21798.869140625,2963.070068359375,2970.27001953125,98.69999694824219,98.30000305175781,26694.19921875,26816.58984375,53.880001068115234,54.70000076293945,8047.33984375,8057.0400390625
2019-10-13,21749.9296875,21798.869140625,2963.070068359375,2970.27001953125,98.69999694824219,98.30000305175781,26694.19921875,26816.58984375,53.880001068115234,54.70000076293945,8047.33984375,8057.0400390625
2019-10-14,21749.9296875,21798.869140625,2965.81005859375,2966.14990234375,98.36000061035156,98.44999694824219,26766.4296875,26787.359375,54.900001525878906,53.59000015258789,8044.35009765625,8048.64990234375
2019-10-15,22063.7109375,22207.2109375,2973.610107421875,2995.679931640625,98.44999694824219,98.29000091552734,26811.19921875,27024.80078125,53.5099983215332,52.810001373291016,8074.85009765625,8148.7099609375
2019-10-16,22479.5703125,22472.919921875,2989.679931640625,2989.68994140625,98.31999969482422,98.01000213623047,26972.310546875,27001.98046875,52.91999816894531,53.36000061035156,8119.81005859375,8124.18017578125
2019-10-17,22451.150390625,22451.859375,3000.77001953125,2997.949951171875,97.98999786376953,97.61000061035156,27032.380859375,27025.880859375,52.9900016784668,53.93000030517578,8176.91015625,8156.85009765625
2019-10-18,22528.560546875,22492.6796875,2996.840087890625,2986.199951171875,97.5999984741211,97.27999877929688,27004.490234375,26770.19921875,54.09000015258789,53.779998779296875,8149.85009765625,8089.5400390625
2019-10-19,22528.560546875,22492.6796875,2996.840087890625,2986.199951171875,97.5999984741211,97.27999877929688,27004.490234375,26770.19921875,54.09000015258789,53.779998779296875,8149.85009765625,8089.5400390625
2019-10-20,22528.560546875,22492.6796875,2996.840087890625,2986.199951171875,97.5999984741211,97.27999877929688,27004.490234375,26770.19921875,54.09000015258789,53.779998779296875,8149.85009765625,8089.5400390625
2019-10-21,22541.220703125,22548.900390625,2996.47998046875,3006.719970703125,97.33999633789062,97.33000183105469,26852.669921875,26827.640625,53.709999084472656,53.310001373291016,8137.419921875,8162.990234375
2019-10-22,22541.220703125,22548.900390625,3010.72998046875,2995.989990234375,97.30999755859375,97.52999877929688,26850.4296875,26788.099609375,53.38999938964844,54.15999984741211,8188.1201171875,8104.2998046875
2019-10-23,22619.76953125,22625.380859375,2994.010009765625,3004.52001953125,97.48999786376953,97.47000122070312,26835.240234375,26833.94921875,54.29999923706055,55.970001220703125,8090.240234375,8119.7900390625
2019-10-24,22725.439453125,22750.599609375,3014.780029296875,3010.2900390625,97.45999908447266,97.62999725341797,26893.9296875,26805.529296875,55.900001525878906,56.22999954223633,8180.0400390625,8185.7998046875
2019-10-25,22753.240234375,22799.810546875,3003.320068359375,3022.550048828125,97.69000244140625,97.83000183105469,26789.609375,26958.060546875,56.06999969482422,56.65999984741211,8150.58984375,8243.1201171875
2019-10-26,22753.240234375,22799.810546875,3003.320068359375,3022.550048828125,97.69000244140625,97.83000183105469,26789.609375,26958.060546875,56.06999969482422,56.65999984741211,8150.58984375,8243.1201171875
2019-10-27,22753.240234375,22799.810546875,3003.320068359375,3022.550048828125,97.69000244140625,97.83000183105469,26789.609375,26958.060546875,56.06999969482422,56.65999984741211,8150.58984375,8243.1201171875
2019-10-28,22854.439453125,22867.26953125,3032.1201171875,3039.419921875,97.8499984741211,97.76000213623047,27040.330078125,27090.720703125,56.650001525878906,55.810001373291016,8285.76953125,8325.990234375
2019-10-29,22950.7890625,22974.130859375,3035.389892578125,3036.889892578125,97.76000213623047,97.69000244140625,27061.0703125,27071.4609375,55.79999923706055,55.540000915527344,8313.349609375,8276.849609375
2019-10-30,22953.169921875,22843.119140625,3039.739990234375,3046.77001953125,97.66999816894531,97.6500015258789,27110.7109375,27186.689453125,55.529998779296875,55.060001373291016,8284.2802734375,8303.98046875
2019-10-31,22910.099609375,22927.0390625,3046.89990234375,3037.56005859375,97.44000244140625,97.3499984741211,27188.369140625,27046.23046875,54.900001525878906,54.18000030517578,8314.3798828125,8292.3603515625
2019-11-01,22730.490234375,22850.76953125,3050.719970703125,3066.909912109375,97.30000305175781,97.23999786376953,27142.94921875,27347.359375,54.150001525878906,56.20000076293945,8335.0498046875,8386.400390625
2019-11-02,22730.490234375,22850.76953125,3050.719970703125,3066.909912109375,97.30000305175781,97.23999786376953,27142.94921875,27347.359375,54.150001525878906,56.20000076293945,8335.0498046875,8386.400390625
2019-11-03,22730.490234375,22850.76953125,3050.719970703125,3066.909912109375,97.30000305175781,97.23999786376953,27142.94921875,27347.359375,54.150001525878906,56.20000076293945,8335.0498046875,8386.400390625
2019-11-04,22730.490234375,22850.76953125,3078.9599609375,3078.27001953125,97.22000122070312,97.51000213623047,27402.060546875,27462.109375,56.40999984741211,56.540000915527344,8445.5,8433.2001953125
2019-11-05,23118.7890625,23251.990234375,3080.800048828125,3074.6201171875,97.55000305175781,97.9800033569336,27500.23046875,27492.630859375,56.560001373291016,57.22999954223633,8446.6201171875,8434.6796875
2019-11-06,23343.509765625,23303.8203125,3075.10009765625,3076.780029296875,97.94000244140625,97.94999694824219,27502.740234375,27492.560546875,57.2599983215332,56.349998474121094,8426.5703125,8410.6298828125
2019-11-07,23283.140625,23330.3203125,3087.02001953125,3085.179931640625,97.94999694824219,98.13999938964844,27590.16015625,27674.80078125,56.349998474121094,57.150001525878906,8455.1103515625,8434.51953125
2019-11-08,23550.0390625,23391.869140625,3081.25,3093.080078125,98.13999938964844,98.3499984741211,27686.19921875,27681.240234375,57.08000183105469,57.2400016784668,8422.669921875,8475.3095703125
2019-11-09,23550.0390625,23391.869140625,3081.25,3093.080078125,98.13999938964844,98.3499984741211,27686.19921875,27681.240234375,57.08000183105469,57.2400016784668,8422.669921875,8475.3095703125
2019-11-10,23550.0390625,23391.869140625,3081.25,3093.080078125,98.13999938964844,98.3499984741211,27686.19921875,27681.240234375,57.08000183105469,57.2400016784668,8422.669921875,8475.3095703125
2019-11-11,23422.130859375,23331.83984375,3080.330078125,3087.010009765625,98.37000274658203,98.19999694824219,27580.66015625,27691.490234375,57.400001525878906,56.86000061035156,8431.259765625,8464.2802734375
2019-11-12,23336.369140625,23520.009765625,3089.280029296875,3091.840087890625,98.20999908447266,98.30999755859375,27701.58984375,27691.490234375,56.88999938964844,56.79999923706055,8471.0703125,8486.08984375
2019-11-13,23439.25,23319.869140625,3084.179931640625,3094.0400390625,98.33000183105469,98.37000274658203,27622.0390625,27783.58984375,56.790000915527344,57.119998931884766,8455.01953125,8482.099609375
2019-11-14,23325.5,23141.55078125,3090.75,3096.6298828125,98.33999633789062,98.16000366210938,27757.19921875,27781.9609375,57.38999938964844,56.77000045776367,8461.0595703125,8479.01953125
2019-11-15,23160.529296875,23303.3203125,3107.919921875,3120.4599609375,98.16999816894531,98.0,27843.5390625,28004.890625,56.90999984741211,57.720001220703125,8524.48046875,8540.830078125
2019-11-16,23160.529296875,23303.3203125,3107.919921875,3120.4599609375,98.16999816894531,98.0,27843.5390625,28004.890625,56.90999984741211,57.720001220703125,8524.48046875,8540.830078125
2019-11-17,23160.529296875,23303.3203125,3107.919921875,3120.4599609375,98.16999816894531,98.0,27843.5390625,28004.890625,56.90999984741211,57.720001220703125,8524.48046875,8540.830078125
2019-11-18,23304.25,23416.759765625,3117.909912109375,3122.030029296875,97.9800033569336,97.79000091552734,27993.220703125,28036.220703125,57.880001068115234,57.04999923706055,8529.16015625,8549.9404296875
2019-11-19,23366.359375,23292.650390625,3127.449951171875,3120.179931640625,97.80999755859375,97.86000061035156,28079.759765625,27934.01953125,56.900001525878906,55.209999084472656,8578.01953125,8570.66015625
2019-11-20,23176.490234375,23148.5703125,3114.659912109375,3108.4599609375,97.8499984741211,97.93000030517578,27879.55078125,27821.08984375,55.15999984741211,57.11000061035156,8543.5703125,8526.73046875
2019-11-21,23071.490234375,23038.580078125,3108.489990234375,3103.5400390625,97.86000061035156,97.98999786376953,27820.279296875,27766.2890625,57.0,58.58000183105469,8527.8701171875,8506.2099609375
2019-11-22,23030.330078125,23112.880859375,3111.409912109375,3110.2900390625,97.93000030517578,98.2699966430664,27831.23046875,27875.619140625,58.310001373291016,57.77000045776367,8530.5400390625,8519.8798828125
2019-11-23,23030.330078125,23112.880859375,3111.409912109375,3110.2900390625,97.93000030517578,98.2699966430664,27831.23046875,27875.619140625,58.310001373291016,57.77000045776367,8530.5400390625,8519.8798828125
2019-11-24,23030.330078125,23112.880859375,3111.409912109375,3110.2900390625,97.93000030517578,98.2699966430664,27831.23046875,27875.619140625,58.310001373291016,57.77000045776367,8530.5400390625,8519.8798828125
2019-11-25,23292.849609375,23292.810546875,3117.43994140625,3133.639892578125,98.2699966430664,98.31999969482422,27917.76953125,28066.470703125,57.91999816894531,58.0099983215332,8559.650390625,8632.490234375
2019-11-26,23451.400390625,23373.3203125,3134.85009765625,3140.52001953125,98.33000183105469,98.25,28080.75,28121.6796875,57.91999816894531,58.40999984741211,8635.400390625,8647.9296875
